Column1,arrivalA,arrivalB,arrivalC,leaveC,waiting time,QtimeA,QtimeB,QtimeC,serviceTA,serviceTB,serviceTC,Qlen_A,QlenB0,QlenB1,QlenB2,QlenC0,QlenC1,QlenC2,choice,precheck
5313,10704.21685,17670.79389,18350.93753,18388.27157,7684.054722,6932.726879,680.1436409,23.23290086,14.85016618,0,14.10113538,1136,29,30,30,0,0,0,0,0
5334,10747.5225,17740.86804,18353.80939,18379.09551,7631.57301,6983.201368,612.9413505,3.446197462,10.14416516,0,21.83992861,1140,30,30,29,1,0,0,2,0
5308,10698.72082,17659.09931,18350.93753,18374.17043,7675.449612,6935.602834,682.5406919,0,24.77565568,9.297529749,23.23290086,1137,30,30,30,0,0,0,0,0
5319,10716.56191,17744.86674,18360.57419,18369.34705,7652.785138,6943.874081,593.627733,0,25.43074535,22.07971442,8.772864211,1137,30,27,29,1,0,1,1,0
68,110.838906,143.3556803,221.5464944,255.055105,144.216199,14.58519559,70.68229999,32.04776199,17.93157868,7.508514136,1.46084864,3,12,0,0,4,0,0,0,1
5326,10737.14048,17732.41913,18353.80939,18357.25558,7620.115103,6983.310792,600.1821531,0,11.96785798,21.20810264,3.446197462,1138,30,27,29,1,0,0,2,0
70,122.271028,135.6291316,214.0379803,253.5942564,131.3232284,12.71730986,76.7492599,32.95418925,0.640793799,1.659588711,6.602086872,2,12,0,0,3,0,0,0,1
5315,10706.62302,17658.50425,18341.64,18345.43607,7638.813048,6945.82467,664.2943294,0,2.056562675,18.84141875,3.796067415,1137,29,30,30,0,1,0,0,0
5332,10742.71,17730.72387,18338.49447,18344.53469,7601.824689,6984.777155,597.8087464,5.167829092,3.236713814,9.961853762,0.872391333,1140,30,29,29,0,0,0,1,0
73,125.0094791,158.6076472,251.834525,287.0572901,162.047811,10.61965253,80.25268482,28.72635492,22.97851556,12.974193,6.496410164,3,13,0,0,3,0,0,0,1
74,128.5319182,146.0280742,233.7692647,269.2675907,140.7356725,14.82376207,75.51842022,21.28584031,2.672393907,12.22277032,14.21248569,2,13,0,0,3,0,0,0,1
75,137.286568,148.5075068,238.860332,280.5608799,143.274312,8.741506183,85.26175791,30.40725868,2.479432633,5.091067315,11.29328924,1,13,0,0,3,0,0,0,1
5322,10732.22053,17727.48716,18328.53262,18343.6623,7611.441765,6937.452157,593.2236456,5.765873955,8.814464932,7.821814644,9.363808899,1137,30,27,29,0,0,0,1,0
77,143.2426992,163.0636103,268.0611696,289.1837491,145.9410499,5.264807565,88.77091476,18.99612046,14.55610346,16.22664463,2.126459036,2,14,0,0,2,0,0,0,1
5307,10697.63643,17669.67269,18332.60128,18337.68341,7640.046982,6894.906086,621.3341385,0,36.13017505,41.59445327,5.082128954,1136,30,30,29,0,1,0,2,0
5325,10735.95481,17724.22536,18320.7108,18334.29849,7598.343682,6934.839081,549.7740565,0,5.43147396,46.71138156,13.5876886,1138,30,27,29,0,0,1,1,0
80,154.5147675,169.2811613,285.7882367,324.6701317,170.1553642,4.092879712,115.6310364,38.86705894,10.67351414,0.876038961,0.014836035,0,14,0,0,3,0,0,0,1
81,154.5849535,165.0498022,271.7953075,316.8245533,162.2395998,8.478656722,103.0113674,17.38844162,1.986191941,3.734137871,27.6408042,1,15,0,0,2,0,0,0,1
5300,10684.59653,17636.94372,18322.79858,18326.82785,7642.231316,6895.545267,662.5077541,0,3.801926445,23.34710444,4.029263709,1132,30,30,29,0,0,1,0,0
